ID,Cuisine,Dish,Rating,Value
40,Mexican,Quesadilla,2,34
82,Fast Food,Subway,3,28
75,Indian,Palak Paneer,1,7
57,Fast Food,Veg Burger,4,29
95,Fast Food,Veg Burger,5,29
77,Thai ,Tom Yam,3,16
78,Thai ,Thai Curry,5,15
60,Chinese,Noodles,5,20
13,Mexican,Tacos,5,35
61,South Indian,Onion Uttappam,2,12
8,Dessert,Cake,0,24
61,South Indian,Idli Sambhar,1,9
47,Chaat,Raj Kachori,5,0
54,Indian,Pav Bhaji,4,6
10,Chaat,Raj Kachori,4,0
85,Indian,Palak Paneer,2,7
44,Mexican,Burrito,5,32
56,Dessert,Cake,5,24
89,Chaat,GolGappe,1,1
35,Indian,Palak Paneer,0,7
93,Dessert,Chocolate Ice-Cream,0,23
51,Mexican,Burrito,4,32
37,Dessert,Rasgulla,2,26
42,Fast Food,Subway,2,28
91,Chinese,Chilli Potato,4,18
8,Chaat,Raj Kachori,0,0
46,Italian,Pizza,4,31
53,Chinese,Chilli Potato,4,18
81,Indian,Palak Paneer,4,7
44,Thai ,Tom Yam,4,16
66,South Indian,Masala Dosa,0,11
12,Mexican,Quesadilla,1,34
44,Mexican,Tacos,0,35
68,Chaat,Raj Kachori,2,0
88,Chinese,Chilli Potato,2,18
24,South Indian,Masala Dosa,2,11
46,Chinese,Chilli Paneer,4,17
45,Thai ,Thai Curry,1,15
21,South Indian,Masala Dosa,2,11
57,Chaat,Raj Kachori,2,0
22,Chaat,Aloo Tikki,2,2
48,Mughlai,Mutton Biryani,5,14
5,Mexican,Burrito,1,32
58,Chinese,Noodles,5,20
28,Dessert,Cake,1,24
87,Chinese,Chilli Potato,0,18
51,Mexican,Challupa,3,33
63,Italian,Pizza,0,31
50,Chinese,Chilli Potato,0,18
94,South Indian,Idli Sambhar,0,9
82,Mexican,Burrito,5,32
9,Thai ,Tom Yam,5,16
75,Dessert,Gulab Jamun,0,25
13,Fast Food,Vada Pav,5,27
49,Dessert,Cake,2,24
54,Fast Food,Subway,4,28
64,Mexican,Tacos,4,35
42,Mughlai,Mutton Biryani,1,14
23,American,Rice Bowl,2,21
60,Mughlai,Mutton Biryani,2,14
24,Chinese,Chilli Paneer,4,17
63,Mughlai,Mutton Biryani,4,14
14,Fast Food,Vada Pav,2,27
74,Fast Food,Vada Pav,1,27
41,South Indian,Onion Uttappam,5,12
35,Italian,Pizza,1,31
86,Fast Food,Subway,5,28
0,South Indian,Sambhar Vada,5,10
87,South Indian,Masala Dosa,3,11
74,American,Rice Bowl,5,21
55,South Indian,Masala Dosa,2,11
73,Indian,Dal Makhani,5,4
62,Indian,Pav Bhaji,2,6
4,Dessert,Gulab Jamun,4,25
85,Chaat,Raj Kachori,5,0
96,Thai ,Thai Curry,0,15
2,Indian,Palak Paneer,1,7
19,South Indian,Onion Uttappam,0,12
100,South Indian,Masala Dosa,4,11
0,Dessert,Rasgulla,0,26
46,South Indian,Idli Sambhar,3,9
68,Chinese,Chowmein,3,19
52,Chaat,GolGappe,2,1
9,Indian,Palak Paneer,4,7
55,South Indian,Masala Dosa,3,11
53,Chaat,Aloo Tikki,3,2
5,Italian,Pizza,1,31
21,Mughlai,Mutton Biryani,5,14
66,Dessert,Cake,2,24
63,American,Rice Bowl,1,21
95,Indian,Palak Paneer,5,7
25,Italian,Pizza,4,31
62,Chaat,GolGappe,1,1
3,Indian,Chole Bhature,4,5
50,Mexican,Burrito,0,32
14,Fast Food,Veg Burger,3,29
88,Chaat,Aloo Tikki,2,2
86,Chinese,Noodles,2,20
28,Mughlai,Kebab,4,13
85,Mexican,Burrito,2,32
52,Fast Food,Subway,1,28
67,Indian,Dal Makhani,5,4
92,Dessert,Rasgulla,0,26
45,Thai ,Thai Curry,5,15
85,Chaat,Raj Kachori,0,0
33,Indian,Palak Paneer,1,7
10,South Indian,Idli Sambhar,1,9
72,Indian,Dal Makhani,1,4
50,Beverage,Strawberry Smoothie,5,22
2,South Indian,Sambhar Vada,2,10
99,South Indian,Idli Sambhar,0,9
59,Dessert,Rasgulla,4,26
11,Chaat,Aloo Tikki,5,2
86,Indian,Palak Paneer,2,7
69,Italian,Pizza,1,31
55,Fast Food,Subway,0,28
5,Mexican,Challupa,4,33
39,South Indian,Masala Dosa,3,11
45,Mughlai,Mutton Biryani,1,14
93,Dessert,Chocolate Ice-Cream,4,23
29,Dessert,Gulab Jamun,2,25
36,Italian,Pasta,5,30
13,Beverage,Strawberry Smoothie,3,22
43,South Indian,Idli Sambhar,5,9
66,Chinese,Noodles,1,20
24,Dessert,Cake,0,24
31,Thai ,Tom Yam,3,16
92,Fast Food,Subway,0,28
49,Mughlai,Kebab,5,13
79,Italian,Pasta,4,30
94,South Indian,Masala Dosa,4,11
77,South Indian,Sambhar Vada,4,10
68,Dessert,Chocolate Ice-Cream,3,23
86,Chinese,Chilli Paneer,4,17
88,South Indian,Sambhar Vada,5,10
27,Dessert,Chocolate Ice-Cream,2,23
72,Mexican,Tacos,2,35
42,Beverage,Strawberry Smoothie,4,22
66,Thai ,Tom Yam,0,16
73,Mexican,Burrito,3,32
68,Fast Food,Veg Burger,3,29
77,Chinese,Chowmein,2,19
82,Dessert,Rasgulla,5,26
15,Dessert,Cake,5,24
42,Thai ,Tom Yam,3,16
60,American,Rice Bowl,4,21
48,Fast Food,Vada Pav,3,27
76,Italian,Pasta,3,30
55,Chaat,GolGappe,2,1
80,Mexican,Burrito,3,32
50,Dessert,Cake,1,24
46,Indian,Dal Makhani,4,4
9,Fast Food,Vada Pav,3,27
12,Mughlai,Mutton Biryani,2,14
98,Dessert,Gulab Jamun,3,25
34,Mexican,Quesadilla,3,34
24,Indian,Butter Naan,0,3
54,Chaat,Aloo Tikki,3,2
12,Indian,Palak Paneer,5,7
73,Mughlai,Mutton Biryani,4,14
13,Indian,Palak Paneer,4,7
46,Indian,Dal Makhani,1,4
45,Chinese,Chilli Potato,3,18
62,Fast Food,Veg Burger,2,29
2,Chaat,GolGappe,4,1
22,Chaat,Aloo Tikki,2,2
26,Indian,Chole Bhature,5,5
77,Indian,Shahi Paneer,0,8
87,Mexican,Challupa,3,33
79,Dessert,Gulab Jamun,3,25
2,Thai ,Tom Yam,0,16
69,Italian,Pasta,2,30
42,Mexican,Burrito,2,32
54,Mughlai,Mutton Biryani,5,14
91,Chaat,Raj Kachori,0,0
18,South Indian,Onion Uttappam,3,12
1,South Indian,Masala Dosa,2,11
60,Italian,Pasta,5,30
29,Beverage,Strawberry Smoothie,3,22
89,Indian,Dal Makhani,5,4
86,Indian,Shahi Paneer,0,8
97,American,Rice Bowl,1,21
11,Chinese,Chowmein,5,19
81,Indian,Palak Paneer,0,7
81,Indian,Butter Naan,3,3
35,Dessert,Gulab Jamun,0,25
47,South Indian,Sambhar Vada,4,10
98,Mexican,Challupa,1,33
66,Chaat,GolGappe,0,1
43,Mexican,Challupa,2,33
37,Thai ,Thai Curry,3,15
48,South Indian,Sambhar Vada,3,10
55,Indian,Butter Naan,2,3
64,Dessert,Chocolate Ice-Cream,3,23
82,Dessert,Rasgulla,5,26
34,Dessert,Chocolate Ice-Cream,2,23
41,Indian,Palak Paneer,0,7
35,Mexican,Quesadilla,5,34
70,Chinese,Chilli Potato,4,18
97,Mexican,Tacos,1,35
96,American,Rice Bowl,0,21
65,Italian,Pizza,1,31
76,Mexican,Tacos,2,35
68,Mexican,Challupa,4,33
16,South Indian,Onion Uttappam,4,12
64,South Indian,Idli Sambhar,5,9
3,Chinese,Chowmein,4,19
77,Dessert,Cake,1,24
67,South Indian,Idli Sambhar,5,9
67,Mexican,Tacos,3,35
68,Indian,Butter Naan,5,3
12,Mughlai,Mutton Biryani,0,14
96,Italian,Pasta,5,30
11,Fast Food,Veg Burger,0,29
15,Indian,Pav Bhaji,5,6
81,Chaat,Aloo Tikki,5,2
5,Chaat,GolGappe,2,1
24,South Indian,Masala Dosa,5,11
78,Chaat,GolGappe,4,1
38,Beverage,Strawberry Smoothie,5,22
21,Mexican,Tacos,5,35
87,Dessert,Gulab Jamun,1,25
97,Fast Food,Vada Pav,1,27
88,Mughlai,Kebab,5,13
21,Thai ,Tom Yam,4,16
34,Mexican,Tacos,3,35
21,Fast Food,Subway,2,28
39,South Indian,Idli Sambhar,2,9
10,Indian,Butter Naan,4,3
66,Mughlai,Mutton Biryani,4,14
88,South Indian,Sambhar Vada,3,10
34,South Indian,Idli Sambhar,4,9
50,South Indian,Masala Dosa,5,11
54,Chinese,Noodles,5,20
50,Chinese,Noodles,3,20
28,Indian,Butter Naan,3,3
38,Chinese,Chowmein,5,19
5,Chinese,Noodles,1,20
4,American,Rice Bowl,1,21
84,Chaat,Raj Kachori,0,0
21,Fast Food,Vada Pav,3,27
59,Indian,Shahi Paneer,5,8
91,Indian,Chole Bhature,0,5
89,Fast Food,Vada Pav,5,27
92,Thai ,Tom Yam,3,16
48,South Indian,Onion Uttappam,0,12
26,Mexican,Tacos,0,35
68,Indian,Chole Bhature,1,5
23,Chaat,Raj Kachori,3,0
13,Mexican,Tacos,3,35
78,Thai ,Tom Yam,1,16
78,Indian,Shahi Paneer,5,8
62,Fast Food,Veg Burger,2,29
63,Chinese,Chilli Paneer,5,17
21,Indian,Dal Makhani,4,4
98,Mughlai,Kebab,4,13
90,South Indian,Idli Sambhar,0,9
80,Chinese,Chilli Potato,0,18
82,Chaat,GolGappe,3,1
16,Mughlai,Mutton Biryani,2,14
59,Chinese,Chilli Potato,1,18
4,South Indian,Onion Uttappam,3,12
99,Thai ,Tom Yam,0,16
99,Beverage,Strawberry Smoothie,4,22
71,Indian,Butter Naan,3,3
0,Dessert,Rasgulla,1,26
58,Fast Food,Veg Burger,0,29
72,Chaat,Aloo Tikki,2,2
79,Beverage,Strawberry Smoothie,1,22
6,Thai ,Thai Curry,0,15
79,American,Rice Bowl,1,21
78,Beverage,Strawberry Smoothie,3,22
32,Indian,Palak Paneer,3,7
17,Chinese,Chilli Paneer,2,17
65,Indian,Shahi Paneer,4,8
57,Dessert,Chocolate Ice-Cream,4,23
34,Dessert,Cake,0,24
31,Indian,Pav Bhaji,1,6
96,Indian,Shahi Paneer,0,8
3,Chinese,Chowmein,2,19
45,Mughlai,Kebab,2,13
39,Dessert,Gulab Jamun,5,25
28,Chaat,Raj Kachori,1,0
28,Chinese,Chowmein,0,19
23,Thai ,Tom Yam,0,16
1,Beverage,Strawberry Smoothie,2,22
35,Thai ,Tom Yam,3,16
33,Mexican,Challupa,3,33
1,Chaat,Aloo Tikki,4,2
85,South Indian,Onion Uttappam,1,12
57,Chinese,Chowmein,2,19
3,Mughlai,Mutton Biryani,5,14
81,Chaat,Raj Kachori,2,0
71,Italian,Pasta,4,30
84,South Indian,Sambhar Vada,4,10
30,Indian,Palak Paneer,5,7
65,South Indian,Idli Sambhar,1,9
97,Chinese,Chowmein,3,19
91,Thai ,Tom Yam,4,16
73,Fast Food,Veg Burger,4,29
56,Dessert,Rasgulla,5,26
31,Beverage,Strawberry Smoothie,0,22
81,Indian,Dal Makhani,0,4
14,Beverage,Strawberry Smoothie,0,22
32,Dessert,Gulab Jamun,1,25
80,Chinese,Noodles,5,20
89,Indian,Pav Bhaji,2,6
45,South Indian,Sambhar Vada,3,10
83,Italian,Pasta,0,30
41,Fast Food,Vada Pav,1,27
63,Mughlai,Kebab,4,13
80,Dessert,Chocolate Ice-Cream,1,23
49,Indian,Dal Makhani,1,4
35,Mughlai,Kebab,1,13
64,South Indian,Onion Uttappam,0,12
84,Dessert,Chocolate Ice-Cream,0,23
67,Indian,Pav Bhaji,4,6
52,Italian,Pizza,0,31
25,Fast Food,Veg Burger,3,29
2,Chinese,Chilli Potato,0,18
37,Chinese,Chowmein,5,19
92,Chaat,GolGappe,5,1
63,Chaat,Aloo Tikki,1,2
7,Indian,Dal Makhani,5,4
43,Indian,Dal Makhani,0,4
74,Chaat,Raj Kachori,1,0
71,Fast Food,Vada Pav,3,27
15,Indian,Pav Bhaji,1,6
77,Chinese,Noodles,5,20
33,Mughlai,Mutton Biryani,4,14
89,Chinese,Chilli Paneer,0,17
38,Fast Food,Veg Burger,4,29
56,Indian,Shahi Paneer,3,8
22,Italian,Pasta,4,30
96,Chaat,Aloo Tikki,3,2
9,Chinese,Chilli Paneer,5,17
38,Mughlai,Mutton Biryani,1,14
69,South Indian,Sambhar Vada,4,10
56,South Indian,Onion Uttappam,3,12
90,Beverage,Strawberry Smoothie,2,22
28,Thai ,Tom Yam,1,16
55,Beverage,Strawberry Smoothie,1,22
73,Mexican,Burrito,5,32
40,Mexican,Tacos,0,35
41,Fast Food,Subway,2,28
32,Beverage,Strawberry Smoothie,4,22
26,Mexican,Challupa,0,33
74,Thai ,Thai Curry,2,15
75,Beverage,Strawberry Smoothie,3,22
66,Chinese,Chowmein,5,19
88,Chaat,Raj Kachori,1,0
88,Thai ,Thai Curry,4,15
97,Mexican,Burrito,4,32
14,Dessert,Cake,5,24
26,Indian,Butter Naan,1,3
41,Chinese,Chilli Paneer,0,17
1,South Indian,Idli Sambhar,4,9
39,Beverage,Strawberry Smoothie,0,22
11,Fast Food,Vada Pav,3,27
64,Italian,Pizza,4,31
71,Mughlai,Kebab,4,13
5,American,Rice Bowl,4,21
93,Indian,Dal Makhani,2,4
31,Thai ,Thai Curry,0,15
29,Chinese,Chilli Potato,1,18
88,Mexican,Tacos,2,35
52,South Indian,Idli Sambhar,0,9
31,Indian,Dal Makhani,4,4
14,Indian,Butter Naan,3,3
69,South Indian,Idli Sambhar,0,9
47,Mexican,Tacos,5,35
35,Fast Food,Subway,2,28
78,Chinese,Chilli Potato,0,18
56,Indian,Pav Bhaji,2,6
51,Chaat,GolGappe,5,1
52,Dessert,Rasgulla,2,26
45,Thai ,Thai Curry,3,15
71,Dessert,Rasgulla,1,26
37,Indian,Butter Naan,4,3
96,Italian,Pasta,4,30
8,Italian,Pasta,5,30
95,South Indian,Masala Dosa,0,11
20,Indian,Shahi Paneer,2,8
86,Chaat,GolGappe,5,1
31,Thai ,Thai Curry,0,15
20,South Indian,Idli Sambhar,5,9
30,Indian,Butter Naan,2,3
63,Chinese,Chowmein,2,19
42,Indian,Dal Makhani,1,4
39,Indian,Palak Paneer,5,7
55,Mexican,Quesadilla,2,34
80,South Indian,Idli Sambhar,4,9
83,Mexican,Tacos,5,35
76,Fast Food,Veg Burger,1,29
